locus,samp_sizetot,SynSitestot,theta_syntot,S_Syntot,S_Syn_freq.,D_Syntot,pi_Syntot,pi_JC_Syntot,Dxy_Syntot,Dxy_JC_Syntot,SynSites_4.foldtot,D_4.foldtot,D_JC_4.foldtot,TajD_Syntot,Fu.LiD_Syntot,X,RepSitestot,theta_reptot,S_Reptot,S_Rep_freq.,D_Reptot,pi_Reptot,pi_JC_Reptot,Dxy_Reptot,Dxy_JC_Reptot,TajD_Reptot,weighted_theta
Locus_6875_,6,158.5952381,0,0,0,0,0,0,0,0,97.14285714,0,0,#N/A,#N/A,#N/A,537.4047619,0.000814947,1,0.437956398,0,0.000620265,0.000620522,0.000310132,0.000310197,-0.933020529,0
Locus_14082_,6,84,0,0,0,0,0,0,0,0,49,0,0,#N/A,#N/A,#N/A,318,0.002754442,2,0.875912556,0,0.002096436,0.002099372,0.001048218,0.001048951,-1.131972245,0
Locus_3862_,6,102.1666667,0,0,0,1,0,0,0.009787928,0.009852358,59,0.016949153,0.017143604,#N/A,#N/A,#N/A,344.8333333,0,0,0,0,0,0,0,0,#N/A,0
Locus_2356_,6,201.2380952,0.002176309,1,0.437956278,5,0.002981543,0.002987485,0.027330809,0.02784123,132.4761905,0.022645579,0.022994502,1.445096912,#N/A,#N/A,647.7619048,0,0,0,0,0,0,0,0,#N/A,0.437956278
Locus_967_,6,715.6904762,0.002447741,4,1.751824922,3,0.002142453,0.002145519,0.005821884,0.005844597,449.0952381,0.002226699,0.002230011,-0.676126573,#N/A,#N/A,2512.309524,0.000522972,3,1.313867536,1,0.00039804,0.000398146,0.00059706,0.000597298,-1.233111763,1.751824922
Locus_7588_,6,318.8333333,0.006868106,5,2.189781129,1,0.006481965,0.006510139,0.007841087,0.007882364,200.1904762,0.004995243,0.005011952,-0.314656963,#N/A,#N/A,1097.166667,0.00079834,2,0.875912037,6,0.000972201,0.000972832,0.00638007,0.006407362,1.031937488,2.189781129
Locus_5998_,6,235.2857143,0.007445521,4,1.751824727,0,0.005666869,0.005688386,0.002833435,0.0028388,156.1428571,0,0,-1.295030853,#N/A,#N/A,769.7142857,0.002844927,5,2.189780954,1,0.002165306,0.002168437,0.002381836,0.002385626,-1.336981166,1.751824727
Locus_3231_,6,331.4285714,0.003964259,3,1.313868697,1,0.003017241,0.003023327,0.004525862,0.004539573,197.5238095,0,0,-1.233111763,#N/A,#N/A,1189.571429,0.000368163,1,0.437956186,1,0.000504383,0.000504553,0.001260958,0.00126202,1.445096912,1.313868697
Locus_9508_,6,218.6904762,0.006007891,3,1.313868544,3,0.004572673,0.004586669,0.016004355,0.016177583,154.6666667,0.019396552,0.019651779,-1.233111763,#N/A,#N/A,660.3095238,0,0,0,1,0,0,0.001514441,0.001515972,#N/A,1.313868544
Locus_2769_,6,310.1666667,0.004236008,3,1.313868481,3,0.003224073,0.003231023,0.011284256,0.011370007,214.6666667,0.00931677,0.009375122,-1.233111763,#N/A,#N/A,1057.833333,0.000414012,1,0.437955694,1,0.00031511,0.000315176,0.001102883,0.001103695,-0.933020529,1.313868481
Locus_9219_,6,215.3095238,0,0,0,10,0,0,0.046444764,0.047945113,133.6666667,0.02244389,0.022786563,#N/A,#N/A,#N/A,765.6904762,0,0,0,2,0,0,0.002612022,0.002616581,#N/A,0
Locus_268_,6,284.9047619,0.003074404,2,0.87591234,3,0.003041952,0.003048138,0.013454789,0.013576939,174.7619048,0.011444142,0.011532352,-0.050017378,#N/A,#N/A,1002.095238,0.001311122,3,1.313869113,4,0.001397073,0.001398376,0.0054885,0.005508681,0.338388809,0.87591234
Locus_7393_,6,81.80952381,0.010706729,2,0.875912401,3,0.011408615,0.011496276,0.044819558,0.046214617,51.52380952,0.038817006,0.039857575,0.310634244,#N/A,#N/A,284.1904762,0.001541066,1,0.43795628,1,0.00211126,0.002114237,0.00527815,0.00529681,1.445096912,0.875912401
Locus_15792_,6,123.1190476,0,0,0,5,0,0,0.0406111,0.041751984,76.23809524,0.039350406,0.0404203,#N/A,#N/A,#N/A,428.8809524,0.00102116,1,0.437956073,0,0.000777216,0.000777619,0.000388608,0.000388709,-0.933020529,0
Locus_3648_,6,133.0952381,0.006581095,2,0.875912406,0,0.006511628,0.00654006,0.003756708,0.003766149,95.04761905,0,0,-0.050017378,#N/A,#N/A,430.9047619,0.001016364,1,0.437956087,2,0.000773566,0.000773965,0.00502818,0.005045111,-0.933020529,0.875912406
Locus_6382_,6,188.1666667,0.002327491,1,0.437956223,2,0.001771479,0.001773575,0.011514615,0.011603921,121.3333333,0.008241758,0.008287377,-0.933020529,#N/A,#N/A,636.8333333,0,0,0,0,0,0,0,0,#N/A,0.437956223
Locus_10691_,6,223.8095238,0.001956826,1,0.437956295,11,0.002382979,0.002386772,0.05212766,0.05402776,160.1428571,0.037466548,0.038434759,0.850567552,#N/A,#N/A,724.1904762,0,0,0,6,0,0,0.008285113,0.008331215,#N/A,0.437956295
Locus_1657_,6,199.8333333,0.006574822,3,1.313868596,1,0.00500417,0.005020939,0.007506255,0.00754407,133.6666667,0,0,-1.233111763,#N/A,#N/A,661.1666667,0,0,0,0,0,0,0,0,#N/A,1.313868596
Locus_3896_,6,93.64285714,0.014030634,3,1.313868655,1,0.010678871,0.010755626,0.016018307,0.016191839,59.66666667,0.016759777,0.016949874,-1.233111763,#N/A,#N/A,323.3571429,0.002708808,2,0.875912416,2,0.002061704,0.002064543,0.007215963,0.007250901,-1.131972245,1.313868655
Locus_2300_,6,114.047619,0.015360468,4,1.751824802,1,0.016951983,0.0171465,0.021920668,0.022247394,79.33333333,0.012605042,0.012712169,0.561681986,#N/A,#N/A,392.952381,0,0,0,3,0,0,0.007634513,0.007673636,#N/A,1.751824802
Locus_7980_,6,265.5238095,0.003298809,2,0.875912332,0,0.003263989,0.003271112,0.00188307,0.001885438,172.2380952,0,0,-0.050017378,#N/A,#N/A,886.4761905,0.001976167,4,1.751824994,0,0.001729695,0.001731693,0.000940052,0.000940641,-0.676126573,0.875912332
Locus_1638_,6,385.5952381,0.001135793,1,0.437956372,2,0.000864464,0.000864963,0.005619018,0.005640173,218.4285714,0.004578156,0.004592186,-0.933020529,#N/A,#N/A,1450.404762,0.000905863,3,1.313868009,5,0.001149105,0.001149986,0.004711329,0.004726189,1.386055858,0.437956372
Locus_468_,6,1029.404762,0.00212723,5,2.189780692,1,0.002007633,0.002010325,0.002104776,0.002107735,611.6190476,0.001635005,0.001636789,-0.314656963,#N/A,#N/A,3824.595238,0.000458042,4,1.751825252,3,0.000348621,0.000348702,0.000958707,0.00095932,-1.295030853,2.189780692
Locus_24674_,6,67.9047619,0.006449565,1,0.437956176,1,0.004908836,0.004924971,0.017180926,0.017380773,40.14285714,0,0,-0.933020529,#N/A,#N/A,235.0952381,0,0,0,1,0,0,0.004253595,0.004265703,#N/A,0.437956176
Locus_9598_,6,287.7380952,0.003044131,2,0.875912455,6,0.002316922,0.002320508,0.022010757,0.022340201,178.6666667,0.016791045,0.016981858,-1.131972245,#N/A,#N/A,978.2619048,0.000447688,1,0.437956116,8,0.000545185,0.000545383,0.00851851,0.008567256,0.850567552,0.875912455
Locus_17296_,6,198.6666667,0.002204478,1,0.437956296,5,0.001677852,0.001679732,0.026006711,0.026468313,141.2380952,0.014160486,0.014295872,-0.933020529,#N/A,#N/A,620.3333333,0.000706001,1,0.437955954,4,0.000967222,0.000967846,0.007254164,0.007289474,1.445096912,0.437956296
Locus_5026_,6,96.11904762,0.004556394,1,0.437956252,0,0.003467922,0.003475964,0.001733961,0.001735968,55.19047619,0,0,-0.933020529,#N/A,#N/A,347.8809524,0.002517851,2,0.875912404,0,0.001916364,0.001918817,0.000958182,0.000958795,-1.131972245,0.437956252
Locus_7863_,6,174.1666667,0.007543743,3,1.313868573,2,0.005741627,0.005763717,0.014354067,0.014493205,118.6190476,0.008430349,0.008478088,-1.233111763,#N/A,#N/A,575.8333333,0,0,0,0,0,0,0,0,#N/A,1.313868573
Locus_376_,6,183.5952381,0.004770888,2,0.875912318,6,0.003631176,0.003639995,0.034496174,0.035314695,120.047619,0.033320111,0.034082943,-1.131972245,#N/A,#N/A,638.4047619,0.00205805,3,1.31386892,8,0.001879685,0.001882045,0.013575504,0.01369987,-0.447361477,0.875912318
Locus_13097_,6,144.8333333,0.003023863,1,0.437956158,2,0.003682394,0.003691463,0.016110472,0.016286022,85.47619048,0.011699164,0.011791371,0.850567552,#N/A,#N/A,551.1666667,0.001589197,2,0.875912413,3,0.001572422,0.001574073,0.006350166,0.006377202,-0.050017378,0.437956158
Locus_4664_,6,300.5,0.010201975,7,3.065693488,1,0.008652246,0.008702541,0.008319468,0.008365954,202.4285714,0,0,-0.884069593,#N/A,#N/A,968.5,0.000452201,1,0.437956669,2,0.000344175,0.000344254,0.002237136,0.00224048,-0.933020529,3.065693488
Locus_9404_,6,153.1666667,0.002859344,1,0.437956189,1,0.002176279,0.002179442,0.007616975,0.007655918,93.33333333,0,0,-0.933020529,#N/A,#N/A,515.8333333,0,0,0,1,0,0,0.001938611,0.00194112,#N/A,0.437956189
Locus_6826_,6,555.4761905,0.003942169,5,2.189781018,2,0.003000429,0.003006446,0.0063009,0.006327517,365.2380952,0.00273794,0.00274295,-1.336981166,#N/A,#N/A,1811.52381,0.001208806,5,2.189780851,7,0.000920036,0.000920601,0.005060197,0.005077344,-1.336981166,2.189781018
Locus_5668_,6,94.92857143,0.009227068,2,0.875912384,1,0.007022824,0.007055911,0.014045648,0.014178834,66.52380952,0,0,-1.131972245,#N/A,#N/A,298.0714286,0.0014693,1,0.43795635,1,0.0011183,0.001119135,0.003914051,0.0039243,-0.933020529,0.875912384
Locus_9285_,6,450.6190476,0.002915697,3,1.313868605,38,0.002219169,0.002222459,0.085438022,0.090708797,260.3333333,0.069142125,0.072539717,-1.233111763,#N/A,#N/A,1637.380952,0.001069894,4,1.751824056,17,0.000814309,0.000814751,0.011196743,0.011281162,-1.295030853,1.313868605
Locus_8520_,6,146.0714286,0,0,0,0,0,0,0,0,91.19047619,0,0,#N/A,#N/A,#N/A,510.9285714,0.000857177,1,0.43795622,0,0.000652407,0.000652691,0.000326203,0.000326274,-0.933020529,0
Locus_189_,6,359.1428571,0.002438897,2,0.875912437,5,0.002413153,0.002417044,0.016242376,0.016420834,228.2380952,0.017525558,0.017733568,-0.050017378,#N/A,#N/A,1290.857143,0,0,0,5,0,0,0.003873395,0.003883432,#N/A,0.875912437
Locus_2289_,6,138.1428571,0,0,0,2,0,0,0.014477766,0.014619328,96.9047619,0.01031941,0.010391062,#N/A,#N/A,#N/A,431.8571429,0.003042369,3,1.313868784,1,0.002778697,0.002783857,0.003859301,0.003869265,-0.447361477,0
Locus_4279_,6,597.3095238,0.002932859,4,1.751824613,1,0.003236736,0.003243741,0.003627377,0.003636177,376.2380952,0,0,0.561681986,#N/A,#N/A,2009.690476,0.001525456,7,3.065694395,5,0.001360077,0.001361311,0.003234329,0.003241323,-0.630950399,1.751824613
Locus_5655_,6,47.33333333,0.009252596,1,0.437956211,1,0.007042254,0.007075524,0.024647887,0.025061998,32.66666667,0.030612245,0.031254522,-0.933020529,#N/A,#N/A,168.6666667,0,0,0,3,0,0,0.017786561,0.018000864,#N/A,0.437956211
Locus_8318_,6,140.2619048,0.009367252,3,1.313868608,2,0.008555424,0.008604595,0.019012052,0.019257176,93.95238095,0.01064369,0.010719937,-0.447361477,#N/A,#N/A,459.7380952,0.000952621,1,0.437956164,3,0.001160081,0.001160979,0.007250505,0.007285779,0.850567552,1.313868608
Locus_851_,6,475.952381,0.007361345,8,3.50364968,2,0.006023012,0.006047326,0.007353677,0.007389965,323.1904762,0.003094151,0.003100551,-1.07180254,#N/A,#N/A,1486.047619,0.000589424,2,0.875912132,1,0.000583202,0.000583429,0.001009389,0.001010069,-0.050017378,3.50364968
Locus_5273_,6,27.16666667,0,0,0,2,0,0,0.073619632,0.077488211,17.33333333,0.057692308,0.060032031,#N/A,#N/A,#N/A,92.83333333,0,0,0,0,0,0,0,0,#N/A,0
Locus_2068_,6,260.6666667,0.005040417,3,1.313868698,7,0.003836317,0.003846162,0.028772379,0.029338812,166.8095238,0.029974308,0.030589734,-1.233111763,#N/A,#N/A,897.3333333,0.003416449,7,3.065693569,15,0.003491828,0.003499982,0.018759287,0.018997881,0.128407182,1.313868698
Locus_1734_,6,107.1190476,0.016353999,4,1.751824797,2,0.016181374,0.016358484,0.028006224,0.028542516,77.66666667,0.025751073,0.026203539,-0.057222293,#N/A,#N/A,351.8809524,0.002489229,2,0.875912271,0,0.002462954,0.002467007,0.001420935,0.001422283,-0.050017378,1.751824797
Locus_5245_,6,868.3571429,0.001513051,3,1.313868643,1,0.0011516,0.001152485,0.002495133,0.002499293,568.1904762,0,0,-1.233111763,#N/A,#N/A,2917.642857,0,0,0,4,0,0,0.00137097,0.001372224,#N/A,1.313868643
Locus_2063_,6,169.4761905,0.002584175,1,0.437956135,8,0.003146951,0.003153572,0.049171115,0.050857088,120.2857143,0.058194774,0.060576567,0.850567552,#N/A,#N/A,526.5238095,0.001663576,2,0.875912373,5,0.001772633,0.001774731,0.010762413,0.010840379,0.310634244,0.437956135
Locus_11662_,6,245.2619048,0.00714267,4,1.75182485,5,0.00788273,0.007924447,0.026502281,0.02698186,157,0.012738854,0.01284828,0.561681986,#N/A,#N/A,888.7380952,0.000985569,2,0.875912716,4,0.000750127,0.000750503,0.004875827,0.004891745,-1.131972245,1.75182485
Locus_21798_,6,296.6666667,0,0,0,0,0,0,0,0,204.3333333,0,0,#N/A,#N/A,#N/A,894.3333333,0,0,0,0,0,0,0,0,#N/A,0
Locus_597_,6,294.6666667,0.00445883,3,1.313868573,5,0.003393665,0.003401366,0.018665158,0.018901344,187.3809524,0.021346887,0.02165657,-1.233111763,#N/A,#N/A,1025.333333,0.000854271,2,0.875912532,9,0.000650195,0.000650477,0.009102731,0.009158422,-1.131972245,1.313868573
Locus_10675_,6,103.047619,0.008500074,2,0.875912387,1,0.006469501,0.006497565,0.012939002,0.013051914,66.33333333,0,0,-1.131972245,#N/A,#N/A,352.952381,0,0,0,4,0,0,0.011332974,0.01141947,#N/A,0.875912387
Locus_21705_,6,343.8095238,0.001273834,1,0.437956261,4,0.001551247,0.001552853,0.012603878,0.012710985,212.5714286,0.014112903,0.014247376,0.850567552,#N/A,#N/A,1159.190476,0.001133436,3,1.313868216,6,0.001207739,0.001208713,0.005894918,0.005918207,0.338388809,0.437956261
Locus_4117_,6,119.1666667,0.007350314,2,0.875912419,9,0.005594406,0.005615375,0.078321678,0.082720251,84.0952381,0.047565119,0.049140379,-1.131972245,#N/A,#N/A,369.8333333,0,0,0,4,0,0,0.010815683,0.010894427,#N/A,0.875912419
Locus_9553_,6,74.11904762,0,0,0,2,0,0,0.026983617,0.027480994,50.80952381,0.039362699,0.040433274,#N/A,#N/A,#N/A,225.8809524,0,0,0,7,0,0,0.030989775,0.031648221,#N/A,0
Locus_3746_,6,97.83333333,0,0,0,2,0,0,0.02044293,0.020726708,58.33333333,0.017142857,0.017341813,#N/A,#N/A,#N/A,349.1666667,0.00125429,1,0.437956258,1,0.000954654,0.000955262,0.003341289,0.003348754,-0.933020529,0
Locus_10734_,6,77.61904762,0,0,0,1,0,0,0.012883436,0.012995375,48.85714286,0.020467836,0.020752312,#N/A,#N/A,#N/A,267.3809524,0.001637948,1,0.437956096,1,0.002243989,0.002247353,0.005609973,0.00563106,1.445096912,0
Locus_7845_,6,306,0,0,0,1,0,0,0.003267974,0.003275114,199.3333333,0.005016722,0.005033576,#N/A,#N/A,#N/A,1026,0.000426858,1,0.437956308,0,0.000519818,0.000519998,0.000324886,0.000324957,0.850567552,0
Locus_3171_,6,887.5238095,0.000986917,2,0.875912336,3,0.0009765,0.000977136,0.004319133,0.004331618,510.6666667,0.003916449,0.003926711,-0.050017378,#N/A,#N/A,3309.47619,0.000132334,1,0.437956222,4,0.000100721,0.000100728,0.001259011,0.001260069,-0.933020529,0.875912336
Locus_5166_,6,401.7380952,0.003270461,3,1.313868773,0,0.003152966,0.003159612,0.00207432,0.002077194,251.3809524,0,0,-0.185444715,#N/A,#N/A,1350.261905,0.001621745,5,2.189780493,0,0.001234328,0.001235345,0.000617164,0.000617418,-1.336981166,1.313868773
Locus_4284_,6,105.2380952,0.00832315,2,0.875912452,2,0.006334842,0.006361747,0.022171946,0.022506282,73,0.01369863,0.013825276,-1.131972245,#N/A,#N/A,353.7619048,0.001237997,1,0.437956177,2,0.000942253,0.000942846,0.006124647,0.006149791,-0.933020529,0.875912452
Locus_2014_,6,257.5,0.003401602,2,0.875912515,2,0.004142395,0.004153877,0.010355987,0.01042815,163.6666667,0,0,1.031937488,#N/A,#N/A,885.5,0,0,0,0,0,0,0,0,#N/A,0.875912515
Locus_2785_,6,260.452381,0.003363042,2,0.875912296,2,0.003327544,0.003334947,0.010878508,0.010958174,189.8571429,0.005267118,0.0052857,-0.050017378,#N/A,#N/A,741.547619,0.000590598,1,0.437956541,1,0.00044951,0.000449645,0.001573286,0.001574939,-0.933020529,0.875912296
Locus_1698_,6,280.9047619,0.009354549,6,2.62773736,3,0.008781149,0.00883296,0.016019664,0.016193227,163.8095238,0.012209302,0.012309772,-0.350840548,#N/A,#N/A,1015.095238,0.001725774,4,1.751824969,2,0.001510532,0.001512055,0.0027912,0.002796406,-0.676126573,2.62773736
Locus_7320_,6,607.7142857,0.001441323,2,0.875912577,3,0.001755211,0.001757268,0.006033537,0.006057937,420.3333333,0.002379064,0.002382846,1.031937488,#N/A,#N/A,1969.285714,0.000444787,2,0.875912685,4,0.000541652,0.000541847,0.002369726,0.002373477,1.031937488,0.875912577
Locus_12129_,6,114.3333333,0.007661041,2,0.875912354,4,0.005830904,0.005853688,0.037900875,0.038892063,76.33333333,0.03930131,0.040368488,-1.131972245,#N/A,#N/A,392.6666667,0.002230677,2,0.875912502,0,0.001697793,0.001699717,0.000848896,0.000849377,-1.131972245,0.875912354
Locus_4264_,6,94.9047619,0,0,0,3,0,0,0.031610637,0.032296122,59.66666667,0,0,#N/A,#N/A,#N/A,328.0952381,0.001334845,1,0.437956288,2,0.001015965,0.001016654,0.006603774,0.006633019,-0.933020529,0
Locus_2057_,6,191.3333333,0,0,0,2,0,0,0.010452962,0.010526489,115,0.008695652,0.008746455,#N/A,#N/A,#N/A,669.6666667,0.000653991,1,0.437955973,0,0.00049776,0.000497925,0.00024888,0.000248921,-0.933020529,0
Locus_5333_,6,1.666666667,0,0,0,0,0,0,0,0,1,0,0,#N/A,#N/A,#N/A,7.333333333,0,0,0,0,0,0,0,0,#N/A,0
Locus_24900_,6,59.04761905,0.022251001,3,1.313868631,2,0.023709677,0.024092534,0.047983871,0.04958762,37.23809524,0.02685422,0.027346779,0.338388809,#N/A,#N/A,183.952381,0.014284877,6,2.627737136,2,0.014134093,0.014268972,0.019026663,0.019272167,-0.06041665,1.313868631
Locus_1052_,6,131.4047619,0.006665759,2,0.875912474,0,0.006595398,0.006624568,0.003805037,0.003814722,89.23809524,0,0,-0.050017378,#N/A,#N/A,450.5952381,0.003887801,4,1.751824617,2,0.003550859,0.003559291,0.00665786,0.006687587,-0.469825147,0.875912474
Locus_3699_,6,320.1666667,0,0,0,4,0,0,0.012493493,0.012598721,201.3333333,0.01986755,0.020135438,#N/A,#N/A,#N/A,1086.833333,0.001208896,3,1.313868469,4,0.001288146,0.001289253,0.004447171,0.004460408,0.338388809,0
Locus_18454_,6,98.04761905,0.008933541,2,0.875912425,1,0.006799417,0.006830426,0.013598834,0.013723631,70.71428571,0.014141414,0.014276434,-1.131972245,#N/A,#N/A,312.952381,0,0,0,0,0,0,0,0,#N/A,0.875912425
Locus_2595_,6,302,0.004350558,3,1.313868516,0,0.003311258,0.003318589,0.001655629,0.001657459,208.6666667,0,0,-1.233111763,#N/A,#N/A,982,0.000445984,1,0.437956288,0,0.000339443,0.00033952,0.000169722,0.000169741,-0.933020529,1.313868516
