locus , samp_sizetot , SynSitestot , theta_syntot , S_Syntot ,  S_Syn_freq> , D_Syntot  , pi_Syntot  , pi_JC_Syntot  , Dxy_Syntot  , Dxy_JC_Syntot , SynSites_4-foldtot  , D_4-foldtot , D_JC_4-foldtot , TajD_Syntot  , Fu&LiD_Syntot ,, RepSitestot  , theta_reptot , S_Reptot  , S_Rep_freq> , D_Reptot  , pi_Reptot  , pi_JC_Reptot  , Dxy_Reptot  , Dxy_JC_Reptot  , TajD_Reptot  , Fu&LiD_Reptot , locus , samp_sizetot_NMX , SynSitestot_NMX , theta_syntot_NMX , S_Syntot_NMX ,  S_Syn_freq_NMX> , D_Syntot_NMX  , pi_Syntot_NMX  , pi_JC_Syntot_NMX  , Dxy_Syntot_NMX  , Dxy_JC_Syntot_NMX , SynSites_4-foldtot_NMX  , D_4-foldtot_NMX , D_JC_4-foldtot_NMX , TajD_Syntot_NMX  , Fu&LiD_Syntot_NMX ,, RepSitestot_NMX  , theta_reptot_NMX , S_Reptot_NMX  , S_Rep_freq_NMX> , D_Reptot_NMX  , pi_Reptot_NMX  , pi_JC_Reptot_NMX  , Dxy_Reptot_NMX  , Dxy_JC_Reptot_NMX  , TajD_Reptot_NMX  , Fu&LiD_Reptot_NMX , samp_sizetot_NMY , SynSitestot_NMY , theta_syntot_NMY , S_Syntot_NMY ,  S_Syn_freq_NMY> , D_Syntot_NMY  , pi_Syntot_NMY  , pi_JC_Syntot_NMY  , Dxy_Syntot_NMY  , Dxy_JC_Syntot_NMY , SynSites_4-foldtot_NMY  , D_4-foldtot_NMY , D_JC_4-foldtot_NMY , TajD_Syntot_NMY  , Fu&LiD_Syntot_NMY ,, RepSitestot_NMY  , theta_reptot_NMY , S_Reptot_NMY  , S_Rep_freq_NMY> , D_Reptot_NMY  , pi_Reptot_NMY  , pi_JC_Reptot_NMY  , Dxy_Reptot_NMY  , Dxy_JC_Reptot_NMY  , TajD_Reptot_NMY  , Fu&LiD_Reptot_NMY samp_sizetot_TMX , SynSitestot_TMX , theta_syntot_TMX , S_Syntot_TMX ,  S_Syn_freq_TMX> , D_Syntot_TMX  , pi_Syntot_TMX  , pi_JC_Syntot_TMX  , Dxy_Syntot_TMX  , Dxy_JC_Syntot_TMX , SynSites_4-foldtot_TMX  , D_4-foldtot_TMX , D_JC_4-foldtot_TMX , TajD_Syntot_TMX  , Fu&LiD_Syntot_TMX ,, RepSitestot_TMX  , theta_reptot_TMX , S_Reptot_TMX  , S_Rep_freq_TMX> , D_Reptot_TMX  , pi_Reptot_TMX  , pi_JC_Reptot_TMX  , Dxy_Reptot_TMX  , Dxy_JC_Reptot_TMX  , TajD_Reptot_TMX  , Fu&LiD_Reptot_TMX samp_sizetot_TMY , SynSitestot_TMY , theta_syntot_TMY , S_Syntot_TMY ,  S_Syn_freq_TMY> , D_Syntot_TMY  , pi_Syntot_TMY  , pi_JC_Syntot_TMY  , Dxy_Syntot_TMY  , Dxy_JC_Syntot_TMY , SynSites_4-foldtot_TMY  , D_4-foldtot_TMY , D_JC_4-foldtot_TMY , TajD_Syntot_TMY  , Fu&LiD_Syntot_TMY ,, RepSitestot_TMY  , theta_reptot_TMY , S_Reptot_TMY  , S_Rep_freq_TMY> , D_Reptot_TMY  , pi_Reptot_TMY  , pi_JC_Reptot_TMY  , Dxy_Reptot_TMY  , Dxy_JC_Reptot_TMY  , TajD_Reptot_TMY  , Fu&LiD_Reptot_TMY 
Locus_19362_Transcri,24,21.25333333,0.012599831,1,,0,0.018411434,0.018641189,0.011762861,0.01185608,9.08,0,0,0.776320914,,,83.74666667,0.006395202,2,,0,0.005364695,0.005383974,0.002985193,0.00299115,-0.35434118,Locus_19362_Transcri,6,21.14285714,0.020714145,1,,0,0.025225225,0.025659192,0.015765766,0.015933831,9,0,0,0.850567552,,,83.85714286,0.005222646,1,,0,0.006360023,0.006387143,0.003975014,0.003985585,0.850567552,Locus_19362_Transcri,6,21.23809524,0.020621256,1,,0,0.025112108,0.025542146,0.031390135,0.032065952,9.285714286,0,0,0.850567552,,,83.76190476,0.010457169,2,,0,0.012734508,0.01284386,0.007959068,0.0080016,1.031937488,Locus_19362_Transcri,6,21.33333333,0,0,,0,0,0,0,0,9,0,0,,,,83.66666667,0,0,,0,0,0,0,0,,Locus_19362_Transcri,6,21.33333333,0,0,,0,0,0,0,0,9,0,0,,,,83.66666667,0,0,,0,0,0,0,0,
Locus_1936_Transcrip,20,101.2539683,0.008351365,3,,0,0.010032095,0.010099795,0.008394733,0.008442067,72.58730159,0,0,0.537516877,,,306.7460317,0.000918902,1,,0,0.000326003,0.000326073,0.003097025,0.003103437,-1.164391054,Locus_1936_Transcrip,6,101.1428571,0.004330075,1,,1,0.00527307,0.005291694,0.016478343,0.016662063,72.47619048,0.013797635,0.01392613,0.850567552,,,306.8571429,0,0,,1,0,0,0.003258845,0.003265946,,Locus_1936_Transcrip,6,101.3333333,0,0,,0,0,0,0,0,72.66666667,0,0,,,,306.6666667,0.001428118,1,,0,0.00173913,0.00174115,0.002173913,0.00217707,0.850567552,Locus_1936_Transcrip,4,101.2666667,0.010772638,2,,1,0.009874918,0.009940503,0.014812377,0.014960602,72.6,0.013774105,0.013902159,-0.709896168,,,306.7333333,0,0,,1,0,0,0.003260161,0.003267267,,Locus_1936_Transcrip,4,101.3333333,0,0,,0,0,0,0,0,72.66666667,0,0,,,,306.6666667,0,0,,1,0,0,0.00326087,0.003267979,
Locus_2005_Transcrip,24,412.2933333,0.011041661,17,,0,0.013928805,0.014059771,0.013238956,0.013357196,234.68,0,0,0.937469574,,,1480.706667,0.001808518,10,,0,0.001583165,0.001584838,0.00199792,0.002000586,-0.415733753,Locus_2005_Transcrip,6,411.9047619,0.002126493,2,,8,0.001618497,0.001620246,0.020231214,0.02050909,234.3809524,0.021332792,0.021642062,-1.131972245,,,1481.095238,0.000295698,1,,4,0.000225059,0.000225092,0.002813233,0.002818523,-0.933020529,Locus_2005_Transcrip,6,412.6428571,0.002122689,2,,0,0.002584963,0.002589428,0.003231204,0.003238185,234.6666667,0,0,1.031937488,,,1480.357143,0.00059169,2,,0,0.000720547,0.000720893,0.000900684,0.000901225,1.031937488,Locus_2005_Transcrip,6,411.8809524,0.005316539,5,,8,0.004046477,0.004057432,0.021446326,0.02175893,234.1904762,0.021350142,0.021659921,-1.336981166,,,1481.119048,0.000887078,3,,4,0.000675165,0.000675469,0.003038243,0.003044414,-1.233111763,Locus_2005_Transcrip,6,413.1190476,0,0,,2,0,0,0.00484122,0.004856912,235.5238095,0.00849171,0.008540149,,,,1479.880952,0.00029594,1,,1,0.000225243,0.000225277,0.000788352,0.000788766,-0.933020529
Locus_2014_Transcrip,24,257.5,0.007279685,7,,0,0.005374982,0.005394335,0.007443366,0.007480548,163.6666667,0,0,-0.81777395,,,885.5,0,0,,0,0,0,0,0,,Locus_2014_Transcrip,6,257.5,0.006803203,4,,2,0.006213592,0.006239474,0.011650485,0.011741923,163.6666667,0,0,-0.469825147,,,885.5,0,0,,0,0,0,0,0,,Locus_2014_Transcrip,6,257.5,0.001700801,1,,0,0.002071197,0.002074063,0.002588997,0.002593476,163.6666667,0,0,0.850567552,,,885.5,0,0,,0,0,0,0,0,,Locus_2014_Transcrip,6,257.5,0.003401602,2,,2,0.004142395,0.004153877,0.010355987,0.01042815,163.6666667,0,0,1.031937488,,,885.5,0,0,,0,0,0,0,0,,Locus_2014_Transcrip,6,257.5,0,0,,1,0,0,0.003883495,0.003893584,163.6666667,0,0,,,,885.5,0,0,,0,0,0,0,0,
Locus_20150_Transcri,24,92.4,0.011592572,4,,0,0.015253466,0.015410714,0.013979076,0.014110995,66.93333333,0,0,0.863666832,,,300.6,0.002672539,3,,0,0.004170403,0.004182041,0.003603903,0.00361259,1.409713929,Locus_20150_Transcri,6,92.66666667,0,0,,2,0,0,0.021582734,0.021899366,67.33333333,0.014851485,0.0150005,,,,300.3333333,0.001458234,1,,1,0.00199778,0.002000446,0.004994451,0.005011155,1.445096912,Locus_20150_Transcri,6,92.28571429,0.004745655,1,,0,0.005779154,0.005801535,0.007223942,0.007258957,66.76190476,0,0,0.850567552,,,300.7142857,0.001456386,1,,0,0.001773555,0.001775655,0.002216944,0.002220227,0.850567552,Locus_20150_Transcri,6,92.66666667,0.004726146,1,,2,0.003597122,0.003605776,0.023381295,0.023753508,67.33333333,0.014851485,0.0150005,-0.933020529,,,300.3333333,0,0,,1,0,0,0.003329634,0.003337047,,Locus_20150_Transcri,6,92.0952381,0,0,,0,0,0,0,0,66.47619048,0,0,,,,300.9047619,0,0,,1,0,0,0.003323311,0.003330695,
Locus_20524_Transcri,24,146.28,0.014645251,8,,0,0.023802872,0.024188776,0.023641874,0.02402252,83.49333333,0,0,2.006195708,,,564.72,0.000474197,1,,0,0.000898226,0.000898765,0.000737829,0.000738192,1.505038408,Locus_20524_Transcri,6,146.9047619,0.002981225,1,,6,0.002269044,0.002272483,0.04197731,0.043197799,84.47619048,0.011837655,0.01193207,-0.933020529,,,564.0952381,0,0,,0,0,0,0,0,,Locus_20524_Transcri,6,145.7619048,0,0,,0,0,0,0,0,82.57142857,0,0,,,,565.2380952,0.000774817,1,,0,0.000943555,0.000944149,0.001179444,0.001180372,0.850567552,Locus_20524_Transcri,6,146.9047619,0.002981225,1,,6,0.00363047,0.003639285,0.045380875,0.046811849,84.47619048,0.011837655,0.01193207,0.850567552,,,564.0952381,0,0,,0,0,0,0,0,,Locus_20524_Transcri,6,145.4761905,0,0,,0,0,0,0,0,82.19047619,0,0,,,,565.5238095,0,0,,1,0,0,0.001768272,0.00177036,
Locus_2057_Transcrip,24,191.2266667,0.004201115,3,,0,0.007465153,0.007502553,0.006972528,0.007005141,115,0,0,1.954218788,,,669.7733333,0.001199458,3,,0,0.00114142,0.00114229,0.000684311,0.000684623,-0.121705985,Locus_2057_Transcrip,6,191.3333333,0,0,,3,0,0,0.015679443,0.01584566,115,0.017391304,0.017596115,,,,669.6666667,0,0,,1,0,0,0.00149328,0.001494769,,Locus_2057_Transcrip,6,190.952381,0,0,,0,0,0,0,0,115,0,0,,,,670.047619,0.00065362,1,,0,0.000795963,0.000796386,0.000994954,0.000995615,0.850567552,Locus_2057_Transcrip,6,191.3333333,0,0,,2,0,0,0.010452962,0.010526489,115,0.008695652,0.008746455,,,,669.6666667,0.000653991,1,,0,0.00049776,0.000497925,0.00024888,0.000248921,-0.933020529,Locus_2057_Transcrip,6,191.3333333,0,0,,0,0,0,0,0,115,0,0,,,,669.6666667,0,0,,0,0,0,0,0,
Locus_2063_Transcrip,24,169.6,0.015789411,10,,0,0.025443499,0.025885096,0.022356525,0.022696508,120.8,0,0,2.039954967,,,526.4,0.004578449,9,,1,0.005127803,0.005145413,0.008152862,0.008197499,0.393272929,Locus_2063_Transcrip,6,169.6190476,0,0,,6,0,0,0.035373386,0.036234764,121,0.033057851,0.033808541,,,,526.3809524,0.000832014,1,,5,0.000633255,0.000633522,0.009815451,0.009880246,-0.933020529,Locus_2063_Transcrip,6,169.5238095,0,0,,0,0,0,0,0,121,0,0,,,,526.4761905,0.003327453,4,,0,0.003672214,0.003681234,0.004748553,0.004763649,0.561681986,Locus_2063_Transcrip,6,169.4761905,0.002584175,1,,8,0.003146951,0.003153572,0.049171115,0.050857088,120.2857143,0.058194774,0.060576567,0.850567552,,,526.5238095,0.001663576,2,,5,0.001772633,0.001774731,0.010762413,0.010840379,0.310634244,Locus_2063_Transcrip,6,169.6190476,0,0,,0,0,0,0,0,121,0,0,,,,526.3809524,0,0,,3,0,0,0.005699294,0.005721059,
Locus_2068_Transcrip,24,259.9333333,0.011332416,11,,0,0.016866086,0.017058621,0.016670941,0.016859014,165.3066667,0,0,1.653821052,,,898.0666667,0.00924368,31,,0,0.011820884,0.01191503,0.011042239,0.011124333,1.053585651,Locus_2068_Transcrip,6,260.2857143,0,0,,7,0,0,0.026893524,0.027387544,166.3809524,0.030051517,0.030670161,,,,897.7142857,0.002927142,6,,15,0.002673456,0.002678233,0.018194356,0.018418681,-0.496052497,Locus_2068_Transcrip,6,258.6666667,0.00169313,1,,0,0.002061856,0.002064695,0.00257732,0.002581758,162.6666667,0,0,0.850567552,,,899.3333333,0,0,,0,0,0,0,0,,Locus_2068_Transcrip,6,260.6666667,0.005040417,3,,7,0.003836317,0.003846162,0.028772379,0.029338812,166.8095238,0.029974308,0.030589734,-1.233111763,,,897.3333333,0.003416449,7,,15,0.003491828,0.003499982,0.018759287,0.018997881,0.128407182,Locus_2068_Transcrip,6,259.2380952,0,0,,1,0,0,0.003857458,0.003867412,163.5238095,0,0,,,,898.7619048,0,0,,2,0,0,0.002225283,0.002228591,
Locus_2074_Transcrip,22,467.7753623,0.020525343,35,,0,0.027541247,0.028059658,0.024292935,0.024695073,320.6521739,0,0,1.324937273,,,1488.224638,0.00184328,10,,0,0.003080459,0.003086803,0.002779395,0.002784557,2.288847999,Locus_2074_Transcrip,5,468.0555556,0.004102077,4,,15,0.003418398,0.003426212,0.035038576,0.035883463,321.2222222,0.028017987,0.028554735,-1.093799066,,,1487.944444,0,0,,5,0,0,0.003360341,0.003367891,,Locus_2074_Transcrip,5,467.3333333,0.002054208,2,,0,0.00256776,0.002572166,0.00256776,0.002572166,320.1666667,0,0,1.458836909,,,1488.666667,0.000967309,3,,0,0.001209136,0.001210111,0.001209136,0.001210111,1.572739627,Locus_2074_Transcrip,6,467.6904762,0.012173501,13,,15,0.012401364,0.012505038,0.045970575,0.047439791,320.4761905,0.02808321,0.028622492,0.114440703,,,1488.309524,0.000294264,1,,5,0.000358348,0.000358434,0.003807452,0.003817149,0.850567552,Locus_2074_Transcrip,6,467.7857143,0,0,,3,0,0,0.006413193,0.00644077,320.6666667,0.006237006,0.006263084,,,,1488.214286,0,0,,3,0,0,0.002015839,0.002018553,
Locus_21705_Transcri,24,343.9733333,0.008563665,11,,0,0.010259474,0.010330292,0.011386542,0.011473862,212.68,0,0,0.670679245,,,1159.026667,0.003003597,13,,0,0.003841929,0.003851803,0.00492511,0.004941352,0.968290069,Locus_21705_Transcri,6,343.9047619,0.002546962,2,,4,0.002520078,0.002524321,0.013085018,0.013200508,212.8571429,0.01409396,0.014228069,-0.050017378,,,1159.095238,0,0,,6,0,0,0.005176451,0.005194398,,Locus_21705_Transcri,6,343.6190476,0.00509816,4,,0,0.005626386,0.005647596,0.006305432,0.006332088,212,0,0,0.561681986,,,1159.380952,0.0022665,6,,0,0.002760094,0.002765185,0.003450117,0.003458077,1.24649089,Locus_21705_Transcri,6,343.8095238,0.001273834,1,,4,0.001551247,0.001552853,0.012603878,0.012710985,212.5714286,0.014112903,0.014247376,0.850567552,,,1159.190476,0.001133436,3,,6,0.001207739,0.001208713,0.005894918,0.005918207,0.338388809,Locus_21705_Transcri,6,344.1904762,0,0,,4,0,0,0.011621472,0.011712452,212.8571429,0.018791946,0.019031379,,,,1158.809524,0,0,,5,0,0,0.004314773,0.004327232,
Locus_2178_Transcrip,18,271.8157895,0.009626444,9,,0,0.008584245,0.008633749,0.007562311,0.007600695,199.2280702,0,0,-0.38364637,,,838.1842105,0.001734317,5,,0,0.002167773,0.002170912,0.001855864,0.001858164,0.79108761,Locus_2178_Transcrip,5,272.2777778,0.003525811,2,,3,0.002938176,0.002943946,0.012487248,0.01259237,200,0.015,0.01515203,-0.97255794,,,837.7222222,0,0,,2,0,0,0.002387426,0.002391234,,Locus_2178_Transcrip,5,270.8333333,0,0,,0,0,0,0,0,197.8333333,0,0,,,,839.1666667,0.000571996,1,,0,0.000714995,0.000715336,0.000714995,0.000715336,1.224744871,Locus_2178_Transcrip,4,272.3,0.010015691,5,,3,0.00918105,0.009237708,0.015607786,0.015772476,199.9333333,0.015005002,0.015157134,-0.796843874,,,837.7,0.000651134,1,,2,0.000596872,0.00059711,0.002685926,0.002690747,-0.612372436,Locus_2178_Transcrip,4,271.3,0,0,,0,0,0,0,0,198.3333333,0,0,,,,838.7,0,0,,1,0,0,0.001192321,0.00119327,
Locus_21798_Transcri,24,296.6933333,0.000902576,1,,0,0.000976952,0.000977589,0.000561747,0.000561958,204.3466667,0,0,0.138693107,,,894.3066667,0.000898311,3,,0,0.000603658,0.000603901,0.000326137,0.000326208,-0.82502476,Locus_21798_Transcri,6,296.5714286,0,0,,0,0,0,0,0,204.1904762,0,0,,,,894.4285714,0.001468947,3,,0,0.001714316,0.001716278,0.001304371,0.001305507,0.862222334,Locus_21798_Transcri,6,296.8571429,0.00147531,1,,0,0.001796599,0.001798755,0.002245749,0.002249118,204.5238095,0,0,0.850567552,,,894.1428571,0,0,,0,0,0,0,0,,Locus_21798_Transcri,6,296.6666667,0,0,,0,0,0,0,0,204.3333333,0,0,,,,894.3333333,0,0,,0,0,0,0,0,,Locus_21798_Transcri,6,296.6666667,0,0,,0,0,0,0,0,204.3333333,0,0,,,,894.3333333,0,0,,0,0,0,0,0,
Locus_2212_Transcrip,14,293.0222222,0.004292537,4,,1,0.005962868,0.005986698,0.008531776,0.008580675,194.6666667,0.005136986,0.005154659,1.281828858,,,945.9777778,0.000997229,3,,0,0.001707635,0.001709582,0.001585661,0.00158734,2.180794293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Locus_2212_Transcrip,6,293.1666667,0.001493881,1,,0,0.00113701,0.001137872,0.002842524,0.002847924,194.6666667,0,0,-0.933020529,,,945.8333333,0,0,,0,0,0,0,0,,Locus_2212_Transcrip,6,292.8809524,0,0,,4,0,0,0.013657426,0.013783307,194.6666667,0.015410959,0.015571494,,,,946.1190476,0,0,,3,0,0,0.003170848,0.00317757,
Locus_2221_Transcrip,12,154.8717949,0.014967057,7,,1,0.021718844,0.022039522,0.029056291,0.02963411,109.5897436,0,0,1.765326871,,,475.1282051,0.002090842,3,,2,0.003348379,0.003355875,0.007541824,0.00758,1.97294149,Locus_2221_Transcrip,2,154.4444444,0,0,,7,0,0,0.045323741,0.046751037,108.8888889,0.036734694,0.037664818,,,,475.5555556,0,0,,4,0,0,0.008411215,0.008458736,,Locus_2221_Transcrip,2,154.4444444,0.01294964,2,,0,0.01294964,0.013062739,0.00647482,0.006502931,108.6666667,0,0,,,,475.5555556,0.006308411,3,,0,0.006308411,0.006335092,0.003154206,0.003160857,,Locus_2221_Transcrip,4,154.5333333,0.003529689,1,,6,0.003235548,0.003242547,0.043679896,0.045003501,109.0666667,0.036674817,0.037601859,-0.612372436,,,475.4666667,0,0,,4,0,0,0.008412787,0.008460327,,Locus_2221_Transcrip,4,154.9333333,0.003520576,1,,1,0.003227194,0.003234158,0.008067986,0.008111695,109.6,0,0,-0.612372436,,,475.0666667,0,0,,3,0,0,0.006314903,0.006341639,
Locus_22378_Transcri,24,190.3666667,0.016880376,12,,0,0.016311009,0.01649099,0.012038172,0.01213583,125.6,0,0,-0.115716961,,,607.6333333,0.002644243,6,,1,0.002593813,0.002598308,0.003908607,0.003918827,-0.057680168,Locus_22378_Transcri,6,190.5,0,0,,1,0,0,0.005249344,0.0052678,126,0.007936508,0.007978799,,,,607.5,0.001441831,2,,3,0.001097394,0.001098197,0.005486968,0.005507138,-1.131972245,Locus_22378_Transcri,6,190.1666667,0.006909037,3,,0,0.008413672,0.008461221,0.01051709,0.010591526,125,0,0,1.124139096,,,607.8333333,0.00144104,2,,0,0.001425829,0.001427186,0.002467782,0.002471851,-0.050017378,Locus_22378_Transcri,6,190.5,0.011494914,5,,1,0.008748906,0.008800336,0.009623797,0.009686075,126,0.007936508,0.007978799,-1.336981166,,,607.5,0.000720916,1,,3,0.000548697,0.000548898,0.00521262,0.005230819,-0.933020529,Locus_22378_Transcri,6,190.1666667,0.002303012,1,,4,0.001752848,0.0017549,0.021910605,0.022237028,125,0.016,0.016173133,-0.933020529,,,607.8333333,0,0,,1,0,0,0.001645188,0.001646995,
Locus_2289_Transcrip,24,138.28,0.007746266,4,,0,0.008699006,0.008749848,0.008436988,0.008484802,97.21333333,0,0,0.336372805,,,431.72,0.003101413,5,,0,0.002626837,0.002631448,0.002026777,0.00202952,-0.443438109,Locus_2289_Transcrip,6,138.3333333,0.006331897,2,,2,0.004819277,0.004834827,0.01686747,0.017060037,97.33333333,0.010273973,0.010344992,-1.131972245,,,431.6666667,0,0,,1,0,0,0.002316602,0.002320187,,Locus_2289_Transcrip,6,138.3333333,0,0,,0,0,0,0,0,97.33333333,0,0,,,,431.6666667,0.00101457,1,,0,0.001235521,0.00123654,0.001544402,0.001545994,0.850567552,Locus_2289_Transcrip,6,138.1428571,0,0,,2,0,0,0.014477766,0.014619328,96.9047619,0.01031941,0.010391062,,,,431.8571429,0.003042369,3,,1,0.002778697,0.002783857,0.003859301,0.003869265,-0.447361477,Locus_2289_Transcrip,6,138.3333333,0,0,,0,0,0,0,0,97.33333333,0,0,,,,431.6666667,0,0,,0,0,0,0,0,
Locus_2290_Transcrip,24,345.1266667,0.013966442,18,,0,0.015904684,0.016075746,0.019920223,0.020189546,223.44,0,0,0.500644006,,,1226.873333,0.003492304,16,,0,0.003505435,0.003513653,0.003837669,0.003847521,0.013388352,Locus_2290_Transcrip,6,345.5,0.002535202,2,,10,0.003087313,0.003093685,0.031837916,0.032533439,224.047619,0.031243358,0.03191278,1.031937488,,,1226.5,0.000714156,2,,6,0.000706618,0.000706951,0.005299633,0.005318446,-0.050017378,Locus_2290_Transcrip,6,344.2142857,0.002544672,2,,0,0.003098845,0.003105264,0.003873556,0.003883594,221.9047619,0,0,1.031937488,,,1227.785714,0.001426816,4,,0,0.00157465,0.001576306,0.001493203,0.001494691,0.561681986,Locus_2290_Transcrip,6,345.7380952,0.007600369,6,,10,0.007520143,0.007558099,0.033262172,0.034022313,224.4285714,0.031190325,0.031857443,-0.06041665,,,1226.261905,0.001785737,5,,6,0.001848436,0.001850718,0.005980234,0.006004204,0.196505139,Locus_2290_Transcrip,6,344.2619048,0,0,,2,0,0,0.00580953,0.005832148,222.047619,0.009007077,0.009061599,,,,1227.738095,0.000356718,1,,2,0.000271502,0.000271551,0.001764763,0.001766842,-0.933020529
Locus_2300_Transcrip,24,114.16,0.014074374,6,,0,0.011330398,0.011416855,0.008394651,0.008441984,79.33333333,0,0,-0.589633218,,,392.84,0.002726692,4,,0,0.003587772,0.003596381,0.005621457,0.00564263,0.863666832,Locus_2300_Transcrip,6,114.047619,0.003840117,1,,1,0.002922756,0.002928466,0.010229645,0.01030005,79.33333333,0.012605042,0.012712169,-0.933020529,,,392.952381,0,0,,3,0,0,0.007634513,0.007673636,,Locus_2300_Transcrip,6,114.3333333,0,0,,0,0,0,0,0,79.33333333,0,0,,,,392.6666667,0.002230677,2,,0,0.002716469,0.0027214,0.003395586,0.003403296,1.031937488,Locus_2300_Transcrip,6,114.047619,0.015360468,4,,1,0.016951983,0.0171465,0.021920668,0.022247394,79.33333333,0.012605042,0.012712169,0.561681986,,,392.952381,0,0,,3,0,0,0.007634513,0.007673636,,Locus_2300_Transcrip,6,114.3333333,0,0,,0,0,0,0,0,79.33333333,0,0,,,,392.6666667,0,0,,1,0,0,0.002546689,0.002551023,
Locus_2327_Transcrip,24,357.3666667,0.022480139,30,,0,0.026694865,0.027181525,0.038825669,0.039866712,253.9066667,0,0,0.706908968,,,1136.633333,0.004711958,20,,0,0.006403987,0.006431485,0.007954779,0.007997265,1.309342808,Locus_2327_Transcrip,6,357.2619048,0,0,,18,0,0,0.050383206,0.052155343,254.4285714,0.043234138,0.044530325,,,,1136.738095,0,0,,12,0,0,0.010556521,0.010631519,,Locus_2327_Transcrip,6,356.6904762,0.012278326,10,,0,0.014952273,0.015103331,0.017755824,0.017969381,252.3333333,0,0,1.307979549,,,1137.309524,0.002310486,6,,0,0.002813658,0.002818949,0.003517072,0.003525345,1.24649089,Locus_2327_Transcrip,6,356.9285714,0.007362081,6,,17,0.007844707,0.007886021,0.052298045,0.054210896,253.7619048,0.039407018,0.04048005,0.375219196,,,1137.071429,0.000770323,2,,12,0.000586301,0.000586531,0.010846577,0.010925774,-1.131972245,Locus_2327_Transcrip,6,357.6904762,0,0,,9,0,0,0.025161419,0.025593168,253.2857143,0.023688663,0.024070834,,,,1136.309524,0.00038542,1,,6,0.000293347,0.000293405,0.005426925,0.005446655,-0.933020529
Locus_23295_Transcri,24,29,0.018468166,2,,0,0.012868566,0.012980245,0.007183908,0.007218535,21,0,0,-0.666743083,,,97,0,0,,0,0,0,0,0,,Locus_23295_Transcri,6,29,0,0,,0,0,0,0,0,21,0,0,,,,97,0,0,,0,0,0,0,0,,Locus_23295_Transcri,6,29,0,0,,0,0,0,0,0,21,0,0,,,,97,0,0,,0,0,0,0,0,,Locus_23295_Transcri,6,29,0.015101938,1,,0,0.011494253,0.011583242,0.005747126,0.005769259,21,0,0,-0.933020529,,,97,0,0,,0,0,0,0,0,,Locus_23295_Transcri,6,29,0.015101938,1,,0,0.018390805,0.018620041,0.022988506,0.023348189,21,0,0,0.850567552,,,97,0,0,,0,0,0,0,0,
Locus_2356_Transcrip,24,200.7466667,0.008003772,6,,0,0.010612554,0.010688354,0.013283741,0.013402787,132.0266667,0,0,0.9857662,,,648.2533333,0.000413092,1,,0,0.000782482,0.00078289,0.000642753,0.000643028,1.505038408,Locus_2356_Transcrip,6,201.2380952,0,0,,3,0,0,0.014907714,0.015057867,132.4761905,0.015097052,0.01525107,,,,647.7619048,0,0,,0,0,0,0,0,,Locus_2356_Transcrip,6,200.2857143,0.002186657,1,,0,0.002662863,0.002667601,0.003328578,0.003335986,131.3333333,0,0,0.850567552,,,648.7142857,0.000675114,1,,0,0.000822139,0.00082259,0.001027674,0.001028379,0.850567552,Locus_2356_Transcrip,6,201.2380952,0.002176309,1,,5,0.002981543,0.002987485,0.027330809,0.02784123,132.4761905,0.022645579,0.022994502,1.445096912,,,647.7619048,0,0,,0,0,0,0,0,,Locus_2356_Transcrip,6,200.0952381,0,0,,1,0,0,0.00499762,0.005014345,131.3333333,0.007614213,0.007653128,,,,648.9047619,0,0,,1,0,0,0.001541058,0.001542644,
Locus_2414_Transcrip,22,305.2681159,0.000898625,1,,0,0.00056724,0.000567454,0.000297801,0.00029786,196.2173913,0,0,-0.641123985,,,1083.731884,0.004050026,16,,0,0.002720278,0.002725223,0.001719647,0.001721622,-1.192646022,Locus_2414_Transcrip,5,305.3333333,0,0,,0,0,0,0,0,196.3333333,0,0,,,,1083.666667,0.000442941,1,,1,0.000553676,0.00055388,0.00129191,0.001293024,1.224744871,Locus_2414_Transcrip,5,305.3333333,0,0,,0,0,0,0,0,196.3333333,0,0,,,,1083.666667,0,0,,0,0,0,0,0,,Locus_2414_Transcrip,6,305.1190476,0.001435362,1,,0,0.001747952,0.001749992,0.00109247,0.001093266,195.952381,0,0,0.850567552,,,1083.880952,0.005252819,13,,1,0.005474156,0.005494231,0.004151747,0.004163281,0.257622221,Locus_2414_Transcrip,6,305.3333333,0,0,,0,0,0,0,0,196.3333333,0,0,,,,1083.666667,0,0,,1,0,0,0.000922793,0.000923361,
